sequenceID	locus_name	locus_numeric_id	stem.duplicate_id	host_species	host_class	host_superorder	host_order	host_family	host_genus	organism	target_datatype	target_version	target_name	scaffold	orientation	extract_start	extract_end	subject_start	subject_end	query_start	query_end	align_len	bitscore	identity	evalue_num	evalue_exp	gap_openings	mismatches	sequence_length
circo.51.95-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.95	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01084459.1	+	2	163	203	256	1	162	54	90.5	77.778	5.14	24	0	0	162
circo.51.96-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.96	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML111770.1	+	27409	28187	39	247	108	722	217	165	56.682	2.12	49	7	0	779
circo.51.97-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.97	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01136998.1	-	4702	5263	52	131	152	382	80	118	83.75	9.92	58	3	0	562
circo.51.98-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.98	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML112057.1	-	7871	8588	9	209	1	591	201	131	49.751	2.05	42	4	0	718
circo.51.99-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.99	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	RCUC01101638.1	-	6392	6958	55	249	1	567	205	131	52.195	1.82	37	10	0	567
circo.51.100-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.100	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML108428.1	-	57765	58357	168	234	329	526	67	117	89.552	1.61	48	1	0	593
circo.51.101-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.101	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML101853.1	-	109057	109385	189	255	129	329	67	102	76.119	1.98	27	0	0	329
circo.51.102-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.102	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML103035.1	-	15235	15966	199	256	559	732	58	95.1	81.034	6.8	23	0	0	732
circo.51.103-Taxidea_taxus	circo.51-Carnivore-con_translated	51	circo.51.103	Taxidea_taxus	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Taxidea	Taxidea_taxus	low_coverage	GCA_003697995	GCA_003697995.1_ASM369799v1_genomic.fna	ML104812.1	-	2950	3542	164	234	317	526	71	109	81.69	1.03	57	1	0	593
circo.51.104-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.104	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML138184.1	+	515	2918	2	133	1	387	132	167	71.97	5.64	46	3	0	2404
circo.51.105-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.105	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01017938.1	-	6345	8726	23	160	1	393	138	146	68.116	1.08	38	5	0	2382
circo.51.106-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.106	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137756.1	-	10968	11351	23	129	1	312	107	137	75.701	7.51	41	3	0	384
circo.51.107-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.107	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137756.1	-	9821779	9822562	177	308	356	733	132	187	72.727	3.85	58	2	0	784
circo.51.108-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.108	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137749.1	+	14292530	14293090	68	236	46	534	172	140	54.07	7.06	41	8	0	561
circo.51.109-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.109	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01020869.1	-	212	2615	2	133	1	387	132	167	71.97	5.64	46	3	0	2404
circo.51.110-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.110	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	SBAQ01019759.1	-	85	525	2	133	1	387	132	175	75.758	6.06	55	3	0	441
circo.51.111-Eumetopias_jubatus	circo.51-Carnivore-con_translated	51	circo.51.111	Eumetopias_jubatus	Mammalia	Laurasiatheria	Carnivora	Otariidae	Eumetopias	Eumetopias_jubatus	low_coverage	ASM402803v1	GCA_004028035.1_ASM402803v1_genomic.fna	ML137725.1	+	32873382	32874218	139	289	403	837	152	184	71.053	1.55	88	5	0	837
circo.51.112-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.112	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_13.fa	gi|469050183|ref|NW_004450460.1|	-	5992	7024	160	290	644	1018	131	185	75.573	4.09	56	2	0	1033
circo.51.113-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.113	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_1.fa	gi|469051676|ref|NW_004450264.1|	-	12978527	12978733	160	217	34	207	58	88.6	77.586	5.54	23	0	0	207
circo.51.114-Odobenus_rosmarus	circo.51-Carnivore-con_translated	51	circo.51.114	Odobenus_rosmarus	Mammalia	Laurasiatheria	Carnivora	Odobenidae	Odobenus	Odobenus_rosmarus	low_coverage	marinemamm_1.0_april_2013	oro_ref_Oros_1.0_chrUn.fa_25.fa	gi|469047786|ref|NW_004450890.1|	+	1126620	1127155	133	235	234	536	105	115	63.81	3.01	51	3	0	536
circo.51.115-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.115	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000021.1	-	28255	29006	133	230	382	675	104	114	64.423	4.86	48	2	0	752
circo.51.116-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.116	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000002.1	+	10476115	10476930	160	258	520	813	99	132	71.717	9.62	37	1	0	816
circo.51.117-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.117	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000461.1	+	601791	602084	2	100	1	294	99	69.7	48.485	1.65	15	1	0	294
circo.51.118-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.118	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000061.1	-	755355	756128	10	248	13	717	258	252	60.853	1.67	83	7	0	774
circo.51.119-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.119	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000124.1	+	5263145	5263930	2	271	1	786	280	278	61.429	2.05	93	10	0	786
circo.51.120-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.120	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000074.1	-	858906	859124	165	236	1	216	72	112	76.389	5.04	32	0	0	219
circo.51.121-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.121	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01001433.1	+	22054	22788	53	140	140	421	97	109	70.103	8.65	37	4	0	735
circo.51.122-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.122	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000472.1	+	150098	150855	160	257	462	755	98	155	80.612	2.3	62	0	0	758
circo.51.123-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.123	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000097.1	+	192682	193434	2	256	1	753	270	144	44.074	1.53	41	11	0	753
circo.51.124-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.124	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01001317.1	+	26407	27159	40	228	116	670	210	131	53.333	6.91	40	8	0	753
circo.51.125-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.125	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000165.1	-	3985224	3985529	5	99	1	270	95	85.9	53.684	2.04	21	2	0	306
circo.51.126-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.126	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000871.1	-	37587	38337	39	223	111	653	206	129	48.058	4.32	37	7	0	751
circo.51.127-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.127	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000022.1	-	13404329	13404916	55	233	1	522	204	135	50.98	1.18	38	7	0	588
circo.51.128-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.128	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000600.1	+	85728	86403	52	236	152	673	185	175	65.946	4.47	59	6	0	676
circo.51.129-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.129	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000047.1	+	707457	708209	2	256	1	753	261	220	57.471	5.08	71	6	0	753
circo.51.130-Neovison_vison	circo.51-Carnivore-con_translated	51	circo.51.130	Neovison_vison	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Neovison	Neovison_vison	low_coverage	NNQGG.v01	GCA_900108605.1_NNQGG.v01_genomic.fna	FNWR01000789.1	-	110763	111497	32	208	95	589	177	124	63.277	1.41	44	6	0	735
circo.51.131-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.131	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896992	-	1466718	1467335	39	237	19	606	207	170	57.488	3.69	52	6	0	618
circo.51.132-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.132	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897054	-	3185613	3186475	168	306	465	863	139	202	76.978	5.53	82	2	0	863
circo.51.133-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.133	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897015	+	6604976	6605710	160	217	462	635	58	97.4	86.207	9.12	57	0	0	735
circo.51.134-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.134	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897063	-	649084	649807	2	129	1	384	131	149	67.176	1.16	61	4	0	724
circo.51.135-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.135	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897066	-	711013	711660	52	242	42	599	197	101	47.208	1.39	25	7	0	648
circo.51.136-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.136	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896902	+	4939604	4940369	52	271	152	766	265	134	41.887	1.85	37	9	0	766
circo.51.137-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.137	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897136	-	1082346	1083011	52	290	1	666	239	233	65.272	1.42	76	8	0	666
circo.51.138-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.138	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896964	+	678553	679312	2	129	1	375	128	160	70.312	5.26	74	3	0	760
circo.51.139-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.139	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL896906	+	25833266	25833790	160	258	229	525	99	138	73.737	3.4	40	0	0	525
circo.51.140-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.140	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897253	-	157188	157514	2	99	1	291	98	96.3	55.102	3.99	25	1	0	327
circo.51.141-Mustela_putorius_furo	circo.51-Carnivore-con_translated	51	circo.51.141	Mustela_putorius_furo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Mustela	Mustela_putorius_furo	low_coverage	goldenpath_musFur1	musFur1.fa	GL897339	+	282035	282847	2	284	1	813	317	217	49.211	1.2	69	10	0	813
circo.51.142-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.142	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007737.1	-	9511683	9512369	52	290	1	687	248	265	66.935	5.02	89	9	0	687
circo.51.143-Neomonachus_schauinslandi	circo.51-Carnivore-con_translated	51	circo.51.143	Neomonachus_schauinslandi	Mammalia	Laurasiatheria	Carnivora	Phocidae	Monachus	Neomonachus_schauinslandi	low_coverage	ASM220157v1	GCA_002201575.1_ASM220157v1_genomic.fna	NINY01007714.1	-	4856018	4856401	184	299	37	381	116	196	84.483	1.77	63	1	0	384
circo.51.144-Lycaon_pictus	circo.51-Carnivore-con_translated	51	circo.51.144	Lycaon_pictus	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	Lycaon_pictus	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007569.1	-	30121041	30121751	97	209	243	572	113	105	61.947	2.89	49	3	0	711
circo.51.145-Lycaon_pictus	circo.51-Carnivore-con_translated	51	circo.51.145	Lycaon_pictus	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	Lycaon_pictus	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007587.1	+	61339908	61340895	11	106	1	285	97	111	64.948	3.41	28	3	0	988
circo.51.146-Lycaon_pictus	circo.51-Carnivore-con_translated	51	circo.51.146	Lycaon_pictus	Mammalia	Laurasiatheria	Carnivora	Canidae	Lycaon	Lycaon_pictus	low_coverage	LycPicSAfr1.0	GCA_001887905.1_LycPicSAfr1.0_genomic.fna	CM007581.1	+	21184641	21184766	64	106	1	126	43	66.2	79.07	3.05	15	1	0	126
circo.51.147-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.147	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974416.1	+	11132822	11133552	9	228	1	648	229	165	52.402	1.24	49	7	0	731
circo.51.148-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.148	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	+	400256	401033	133	271	374	778	141	166	68.794	4.02	55	3	0	778
circo.51.149-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.149	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	43986473	43986760	2	100	1	288	100	98.2	58	3.47	26	3	0	288
circo.51.150-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.150	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974378.1	-	27562040	27562705	3	230	1	666	248	219	58.871	6.78	71	8	0	666
circo.51.151-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.151	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974563.1	-	1241891	1242700	133	314	283	810	184	233	71.739	1.09	75	5	0	810
circo.51.152-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.152	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738408.1	-	62363784	62364605	9	289	25	822	295	280	60.678	3.65	94	9	0	822
circo.51.153-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.153	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	-	79987	80657	140	271	291	671	133	189	75.94	2.25	59	3	0	671
circo.51.154-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.154	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974370.1	-	120801096	120801242	194	242	1	147	49	80.5	81.633	2.96	20	0	0	147
circo.51.155-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.155	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738405.1	-	96011994	96012764	139	271	382	771	136	166	70.588	1.77	78	4	0	771
circo.51.156-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.156	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738413.1	+	108716899	108717651	76	217	221	637	151	107	56.954	3.73	34	6	0	753
circo.51.157-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.157	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738412.1	-	44106	44396	2	99	1	291	99	87.4	52.525	4.59	22	3	0	291
circo.51.158-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.158	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974397.1	-	14302973	14303691	139	256	378	719	118	142	72.881	2.47	58	3	0	719
circo.51.159-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.159	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974423.1	+	13696356	13697187	164	289	473	832	126	182	79.365	9.81	56	2	0	832
circo.51.160-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.160	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738416.1	+	9019109	9019824	2	207	1	582	220	115	46.364	1.36	30	11	0	716
circo.51.161-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.161	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738410.1	+	43780202	43781017	2	277	1	795	285	297	65.263	4.74	101	7	0	816
circo.51.162-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.162	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974471.1	-	2160024	2160774	2	199	1	579	207	181	57.971	1.09	55	5	0	751
circo.51.163-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.163	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738417.1	-	28806009	28806715	81	242	236	706	168	90.5	48.81	3.15	35	9	0	707
circo.51.164-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.164	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	-	80703504	80704166	2	230	1	663	248	129	44.355	5.68	36	11	0	663
circo.51.165-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.165	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738411.1	-	80758232	80758959	8	232	4	654	244	123	44.262	1.35	33	11	0	728
circo.51.166-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.166	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	mLutLut1.1	GCA_902655055.1_mLutLut1.1_genomic.fna	LR738406.1	+	121519753	121520749	2	129	1	357	129	119	59.69	3.97	31	5	0	997
circo.51.167-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.167	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974416.1	-	11280688	11281373	10	229	1	648	242	167	53.719	1.69	50	10	0	686
circo.51.168-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.168	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974475.1	+	2745728	2746474	3	256	1	747	261	152	46.743	9.84	45	10	0	747
circo.51.169-Lutra_lutra	circo.51-Carnivore-con_translated	51	circo.51.169	Lutra_lutra	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Lutra	Lutra_lutra	low_coverage	riverotter_1.0	GCA_010015895.1_GSC_riverotter_1.0_genomic.fna	ML974479.1	-	130984	131768	140	271	405	785	133	165	71.429	1.91	49	3	0	785
circo.51.170-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.170	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01003947.1	+	32974	34085	62	256	465	1112	228	164	52.632	1.21	47	7	0	1112
circo.51.171-Gulo_gulo	circo.51-Carnivore-con_translated	51	circo.51.171	Gulo_gulo	Mammalia	Laurasiatheria	Carnivora	Mustelidae	Gulo	Gulo_gulo	low_coverage	Gulo_2.2	GCA_900006375.1_Gulo_2.2_genomic.fna	CYRY01019497.1	-	7673	8456	6	83	1	234	79	92	62.025	1.03	21	2	0	784
