taxon	sequenceID	name	genus	scaffold	host_species	host_genus	host_family	host_order
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_102	Enhydra_lutris_102	Enhydra_lutris_102	Circovirus	NW_019158272.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_10559736	Enhydra_lutris_10559736	Enhydra_lutris_10559736	Circovirus	NW_019154145.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_113609	Enhydra_lutris_113609	Enhydra_lutris_113609	Circovirus	NW_019154142.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_1163018	Enhydra_lutris_1163018	Enhydra_lutris_1163018	Circovirus	NW_019154096.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_1245	Enhydra_lutris_1245	Enhydra_lutris_1245	Circovirus	NW_019154444.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_12745193	Enhydra_lutris_12745193	Enhydra_lutris_12745193	Circovirus	NW_019154126.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_12838607	Enhydra_lutris_12838607	Enhydra_lutris_12838607	Circovirus	NW_019154126.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_12846	Enhydra_lutris_12846	Enhydra_lutris_12846	Circovirus	NW_019154391.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_13104142	Enhydra_lutris_13104142	Enhydra_lutris_13104142	Circovirus	NW_019154089.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_13998558	Enhydra_lutris_13998558	Enhydra_lutris_13998558	Circovirus	NW_019154135.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_1825648	Enhydra_lutris_1825648	Enhydra_lutris_1825648	Circovirus	NW_019154148.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_21897759	Enhydra_lutris_21897759	Enhydra_lutris_21897759	Circovirus	NW_019154115.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_24582	Enhydra_lutris_24582	Enhydra_lutris_24582	Circovirus	NW_019154252.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_246613	Enhydra_lutris_246613	Enhydra_lutris_246613	Circovirus	NW_019154102.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_26454020	Enhydra_lutris_26454020	Enhydra_lutris_26454020	Circovirus	NW_019154092.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_28097930	Enhydra_lutris_28097930	Enhydra_lutris_28097930	Circovirus	NW_019154095.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_28769222	Enhydra_lutris_28769222	Enhydra_lutris_28769222	Circovirus	NW_019154108.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_28821802	Enhydra_lutris_28821802	Enhydra_lutris_28821802	Circovirus	NW_019154108.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_29188821	Enhydra_lutris_29188821	Enhydra_lutris_29188821	Circovirus	NW_019154090.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_30220960	Enhydra_lutris_30220960	Enhydra_lutris_30220960	Circovirus	NW_019154118.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_32535823	Enhydra_lutris_32535823	Enhydra_lutris_32535823	Circovirus	NW_019154121.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_35561127	Enhydra_lutris_35561127	Enhydra_lutris_35561127	Circovirus	NW_019154091.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_381315	Enhydra_lutris_381315	Enhydra_lutris_381315	Circovirus	NW_019154177.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_4021111	Enhydra_lutris_4021111	Enhydra_lutris_4021111	Circovirus	NW_019154168.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_4028229	Enhydra_lutris_4028229	Enhydra_lutris_4028229	Circovirus	NW_019154144.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_4074384	Enhydra_lutris_4074384	Enhydra_lutris_4074384	Circovirus	NW_019154168.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_4210	Enhydra_lutris_4210	Enhydra_lutris_4210	Circovirus	NW_019154711.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_42334828	Enhydra_lutris_42334828	Enhydra_lutris_42334828	Circovirus	NW_019154101.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_42458645	Enhydra_lutris_42458645	Enhydra_lutris_42458645	Circovirus	NW_019154101.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_45102603	Enhydra_lutris_45102603	Enhydra_lutris_45102603	Circovirus	NW_019154087.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_4591503	Enhydra_lutris_4591503	Enhydra_lutris_4591503	Circovirus	NW_019154163.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_48029527	Enhydra_lutris_48029527	Enhydra_lutris_48029527	Circovirus	NW_019154096.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_49414529	Enhydra_lutris_49414529	Enhydra_lutris_49414529	Circovirus	NW_019154087.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_5092399	Enhydra_lutris_5092399	Enhydra_lutris_5092399	Circovirus	NW_019154108.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_51087	Enhydra_lutris_51087	Enhydra_lutris_51087	Circovirus	NW_019154145.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_5274619	Enhydra_lutris_5274619	Enhydra_lutris_5274619	Circovirus	NW_019154101.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_55726838	Enhydra_lutris_55726838	Enhydra_lutris_55726838	Circovirus	NW_019154093.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_55787541	Enhydra_lutris_55787541	Enhydra_lutris_55787541	Circovirus	NW_019154093.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_63572445	Enhydra_lutris_63572445	Enhydra_lutris_63572445	Circovirus	NW_019154099.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_6788843	Enhydra_lutris_6788843	Enhydra_lutris_6788843	Circovirus	NW_019154112.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_6934235	Enhydra_lutris_6934235	Enhydra_lutris_6934235	Circovirus	NW_019154112.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_70555742	Enhydra_lutris_70555742	Enhydra_lutris_70555742	Circovirus	NW_019154087.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_72919099	Enhydra_lutris_72919099	Enhydra_lutris_72919099	Circovirus	NW_019154093.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_739690	Enhydra_lutris_739690	Enhydra_lutris_739690	Circovirus	NW_019154206.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_7455216	Enhydra_lutris_7455216	Enhydra_lutris_7455216	Circovirus	NW_019154115.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_803960	Enhydra_lutris_803960	Enhydra_lutris_803960	Circovirus	NW_019154200.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_81251044	Enhydra_lutris_81251044	Enhydra_lutris_81251044	Circovirus	NW_019154087.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_81355795	Enhydra_lutris_81355795	Enhydra_lutris_81355795	Circovirus	NW_019154087.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_81969019	Enhydra_lutris_81969019	Enhydra_lutris_81969019	Circovirus	NW_019154085.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_8802081	Enhydra_lutris_8802081	Enhydra_lutris_8802081	Circovirus	NW_019154153.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_8839509	Enhydra_lutris_8839509	Enhydra_lutris_8839509	Circovirus	NW_019154153.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_9029271	Enhydra_lutris_9029271	Enhydra_lutris_9029271	Circovirus	NW_019154153.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_95126714	Enhydra_lutris_95126714	Enhydra_lutris_95126714	Circovirus	NW_019154085.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_9833418	Enhydra_lutris_9833418	Enhydra_lutris_9833418	Circovirus	NW_019154128.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Enhydra_lutris_9888985	Enhydra_lutris_9888985	Enhydra_lutris_9888985	Circovirus	NW_019154128.1	Enhydra_lutris	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_1048	Eumetopias_jubatus_1048	Eumetopias_jubatus_1048	Circovirus	SBAQ01021323.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_10968	Eumetopias_jubatus_10968	Eumetopias_jubatus_10968	Circovirus	ML137756.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_12577	Eumetopias_jubatus_12577	Eumetopias_jubatus_12577	Circovirus	ML137998.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_13054	Eumetopias_jubatus_13054	Eumetopias_jubatus_13054	Circovirus	SBAQ01017771.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_13183	Eumetopias_jubatus_13183	Eumetopias_jubatus_13183	Circovirus	SBAQ01018037.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_14292530	Eumetopias_jubatus_14292530	Eumetopias_jubatus_14292530	Circovirus	ML137749.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_1482	Eumetopias_jubatus_1482	Eumetopias_jubatus_1482	Circovirus	ML137779.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_1543	Eumetopias_jubatus_1543	Eumetopias_jubatus_1543	Circovirus	SBAQ01017966.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_16214	Eumetopias_jubatus_16214	Eumetopias_jubatus_16214	Circovirus	SBAQ01018097.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_17882	Eumetopias_jubatus_17882	Eumetopias_jubatus_17882	Circovirus	SBAQ01017223.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_17968	Eumetopias_jubatus_17968	Eumetopias_jubatus_17968	Circovirus	SBAQ01017222.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_19973	Eumetopias_jubatus_19973	Eumetopias_jubatus_19973	Circovirus	ML137928.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_2116	Eumetopias_jubatus_2116	Eumetopias_jubatus_2116	Circovirus	SBAQ01019891.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_212	Eumetopias_jubatus_212	Eumetopias_jubatus_212	Circovirus	SBAQ01020869.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_2385448	Eumetopias_jubatus_2385448	Eumetopias_jubatus_2385448	Circovirus	ML137776.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_32873382	Eumetopias_jubatus_32873382	Eumetopias_jubatus_32873382	Circovirus	ML137725.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_434	Eumetopias_jubatus_434	Eumetopias_jubatus_434	Circovirus	SBAQ01023476.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_503	Eumetopias_jubatus_503	Eumetopias_jubatus_503	Circovirus	SBAQ01021230.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_515	Eumetopias_jubatus_515	Eumetopias_jubatus_515	Circovirus	ML138184.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_542	Eumetopias_jubatus_542	Eumetopias_jubatus_542	Circovirus	SBAQ01023107.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_6345	Eumetopias_jubatus_6345	Eumetopias_jubatus_6345	Circovirus	SBAQ01017938.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_704	Eumetopias_jubatus_704	Eumetopias_jubatus_704	Circovirus	SBAQ01020709.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_82	Eumetopias_jubatus_82	Eumetopias_jubatus_82	Circovirus	SBAQ01019757.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_85	Eumetopias_jubatus_85	Eumetopias_jubatus_85	Circovirus	SBAQ01019759.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_8762	Eumetopias_jubatus_8762	Eumetopias_jubatus_8762	Circovirus	ML137861.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_8891	Eumetopias_jubatus_8891	Eumetopias_jubatus_8891	Circovirus	SBAQ01017864.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Eumetopias_jubatus_9821779	Eumetopias_jubatus_9821779	Eumetopias_jubatus_9821779	Circovirus	ML137756.1	Eumetopias_jubatus	-	Otariidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_catus_105946	Felis_catus_105946	Felis_catus_105946	Circovirus	chrD1	Felis_catus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_catus_70965722	Felis_catus_70965722	Felis_catus_70965722	Circovirus	chrB1	Felis_catus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_catus_81934445	Felis_catus_81934445	Felis_catus_81934445	Circovirus	chrA1	Felis_catus	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_nigripes_161	Felis_nigripes_161	Felis_nigripes_161	Circovirus	PISY01131193.1	Felis_nigripes	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_nigripes_21811	Felis_nigripes_21811	Felis_nigripes_21811	Circovirus	PISY01014974.1	Felis_nigripes	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Felis_nigripes_3615	Felis_nigripes_3615	Felis_nigripes_3615	Circovirus	PISY01047982.1	Felis_nigripes	-	Felidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_11440	Gulo_gulo_11440	Gulo_gulo_11440	Circovirus	CYRY01021107.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_117148	Gulo_gulo_117148	Gulo_gulo_117148	Circovirus	CYRY01000127.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_12040	Gulo_gulo_12040	Gulo_gulo_12040	Circovirus	CYRY01000648.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_12437	Gulo_gulo_12437	Gulo_gulo_12437	Circovirus	CYRY01016669.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_12693	Gulo_gulo_12693	Gulo_gulo_12693	Circovirus	CYRY01008773.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_12952	Gulo_gulo_12952	Gulo_gulo_12952	Circovirus	CYRY01015553.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_131480	Gulo_gulo_131480	Gulo_gulo_131480	Circovirus	CYRY01005676.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_139	Gulo_gulo_139	Gulo_gulo_139	Circovirus	CYRY01028486.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_149548	Gulo_gulo_149548	Gulo_gulo_149548	Circovirus	CYRY01004406.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_15828	Gulo_gulo_15828	Gulo_gulo_15828	Circovirus	CYRY01011295.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_1657	Gulo_gulo_1657	Gulo_gulo_1657	Circovirus	CYRY01023070.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_1781	Gulo_gulo_1781	Gulo_gulo_1781	Circovirus	CYRY01018123.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_1864	Gulo_gulo_1864	Gulo_gulo_1864	Circovirus	CYRY01023051.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_202998	Gulo_gulo_202998	Gulo_gulo_202998	Circovirus	CYRY01003034.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_20758	Gulo_gulo_20758	Gulo_gulo_20758	Circovirus	CYRY01013212.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_2217	Gulo_gulo_2217	Gulo_gulo_2217	Circovirus	CYRY01022637.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_23759	Gulo_gulo_23759	Gulo_gulo_23759	Circovirus	CYRY01016480.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_2481	Gulo_gulo_2481	Gulo_gulo_2481	Circovirus	CYRY01026249.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_26322	Gulo_gulo_26322	Gulo_gulo_26322	Circovirus	CYRY01013694.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_27403	Gulo_gulo_27403	Gulo_gulo_27403	Circovirus	CYRY01003851.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_28359	Gulo_gulo_28359	Gulo_gulo_28359	Circovirus	CYRY01007296.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_31769	Gulo_gulo_31769	Gulo_gulo_31769	Circovirus	CYRY01012200.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_32	Gulo_gulo_32	Gulo_gulo_32	Circovirus	CYRY01045351.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_32044	Gulo_gulo_32044	Gulo_gulo_32044	Circovirus	CYRY01012500.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_32662	Gulo_gulo_32662	Gulo_gulo_32662	Circovirus	CYRY01010699.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_32974	Gulo_gulo_32974	Gulo_gulo_32974	Circovirus	CYRY01003947.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_34	Gulo_gulo_34	Gulo_gulo_34	Circovirus	CYRY01016040.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_3620	Gulo_gulo_3620	Gulo_gulo_3620	Circovirus	CYRY01008717.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_38487	Gulo_gulo_38487	Gulo_gulo_38487	Circovirus	CYRY01002745.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_41754	Gulo_gulo_41754	Gulo_gulo_41754	Circovirus	CYRY01012219.1	Gulo_gulo	-	Mustelidae	Carnivora
alignment/AL_ecv-circo.51-carnivora/member/fasta-digs-circo-ecv/Gulo_gulo_4290	Gulo_gulo_4290	Gulo_gulo_4290	Circovirus	CYRY01009419.1	Gulo_gulo	-	Mustelidae	Carnivora
