taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396652	GQ396652	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B84b_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396653	GQ396653	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B77_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396654	GQ396654	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B80_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396655	GQ396655	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B78_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GQ396656	GQ396656	20180139	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B81_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015012	GU015012	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV1	Psittacus erithacus	2005	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015013	GU015013	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV2	Psittacus erithacus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015014	GU015014	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV3	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015015	GU015015	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV4	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015016	GU015016	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV5	Psittacula eupatria	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015017	GU015017	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV9	Ara severa	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015018	GU015018	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV10	Ara nobilis	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015019	GU015019	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV11	Eclectus roratus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015020	GU015020	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV12	Eclectus roratus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015021	GU015021	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV14	Ara chloropterus	2009	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015022	GU015022	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV15	Probosciger aterrimus	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU015023	GU015023	-	1990	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV16	Ara ambigua	2006	Thailand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU047347	GU047347	20945789	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	PT09-2	Psittacus erithacus	2009	Portugal
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936287	GU936287	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_PE_B51_2008	Platycercus eximius	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936288	GU936288	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B195_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936289	GU936289	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B157_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936290	GU936290	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B326_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936291	GU936291	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B79_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936292	GU936292	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B162a_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936293	GU936293	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B133_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936294	GU936294	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B125_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936295	GU936295	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B192_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936296	GU936296	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B127_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/GU936297	GU936297	22638639	1988	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_NZ_CN_B162b_2008	Cyanoramphus novaezelandiae	2008	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748918	HM748918	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_60A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748919	HM748919	21177924	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_81A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748920	HM748920	21177924	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_80A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748921	HM748921	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_70A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748922	HM748922	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_69A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748923	HM748923	21177924	1994	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PGM_68A_2008	Poicephalus gulielmi massaicus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748924	HM748924	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_Am_83e_2008	Amazona sp.	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748925	HM748925	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_Am_83a_2008	Amazona sp.	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748926	HM748926	21177924	2000	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_ER_78a_2008	Eclectus roratus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748927	HM748927	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_76f_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748928	HM748928	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_75A_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748929	HM748929	21177924	1998	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PK_74d_2008	Psittacula krameri	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748930	HM748930	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_61A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748931	HM748931	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PE_55A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748932	HM748932	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_54b_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748933	HM748933	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_54A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748934	HM748934	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_51A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748935	HM748935	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_50A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748936	HM748936	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_45A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748937	HM748937	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_42A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748938	HM748938	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_41a_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748939	HM748939	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_38A_PR_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662336	HQ662336	22345474	740	Circovirus	BFDV	Beak and feather disease virus	Avian-1	048E95/96	Psittacula echo	1995	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662337	HQ662337	22345474	675	Circovirus	BFDV	Beak and feather disease virus	Avian-1	056E93/94	Psittacula echo	1993	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662338	HQ662338	22345474	709	Circovirus	BFDV	Beak and feather disease virus	Avian-1	064E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662339	HQ662339	22345474	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	065E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662340	HQ662340	22345474	740	Circovirus	BFDV	Beak and feather disease virus	Avian-1	068E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662341	HQ662341	22345474	710	Circovirus	BFDV	Beak and feather disease virus	Avian-1	071E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662342	HQ662342	22345474	713	Circovirus	BFDV	Beak and feather disease virus	Avian-1	078E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662343	HQ662343	22345474	738	Circovirus	BFDV	Beak and feather disease virus	Avian-1	173E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662344	HQ662344	22345474	651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	181E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662345	HQ662345	22345474	740	Circovirus	BFDV	Beak and feather disease virus	Avian-1	187E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662346	HQ662346	22345474	621	Circovirus	BFDV	Beak and feather disease virus	Avian-1	207E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662348	HQ662348	22345474	740	Circovirus	BFDV	Beak and feather disease virus	Avian-1	217E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662349	HQ662349	22345474	663	Circovirus	BFDV	Beak and feather disease virus	Avian-1	219E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662350	HQ662350	22345474	732	Circovirus	BFDV	Beak and feather disease virus	Avian-1	229E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662351	HQ662351	22345474	742	Circovirus	BFDV	Beak and feather disease virus	Avian-1	235E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662352	HQ662352	22345474	710	Circovirus	BFDV	Beak and feather disease virus	Avian-1	240E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662353	HQ662353	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	244E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662354	HQ662354	22345474	713	Circovirus	BFDV	Beak and feather disease virus	Avian-1	245E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662355	HQ662355	22345474	738	Circovirus	BFDV	Beak and feather disease virus	Avian-1	247E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662356	HQ662356	22345474	483	Circovirus	BFDV	Beak and feather disease virus	Avian-1	272E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662358	HQ662358	22345474	694	Circovirus	BFDV	Beak and feather disease virus	Avian-1	278E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662359	HQ662359	22345474	730	Circovirus	BFDV	Beak and feather disease virus	Avian-1	292E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662360	HQ662360	22345474	737	Circovirus	BFDV	Beak and feather disease virus	Avian-1	317E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662361	HQ662361	22345474	747	Circovirus	BFDV	Beak and feather disease virus	Avian-1	322E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662362	HQ662362	22345474	704	Circovirus	BFDV	Beak and feather disease virus	Avian-1	351E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662363	HQ662363	22345474	738	Circovirus	BFDV	Beak and feather disease virus	Avian-1	355E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662364	HQ662364	22345474	723	Circovirus	BFDV	Beak and feather disease virus	Avian-1	356E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662365	HQ662365	22345474	739	Circovirus	BFDV	Beak and feather disease virus	Avian-1	383E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662366	HQ662366	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	388E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662367	HQ662367	22345474	743	Circovirus	BFDV	Beak and feather disease virus	Avian-1	390E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662368	HQ662368	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	400E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662369	HQ662369	22345474	695	Circovirus	BFDV	Beak and feather disease virus	Avian-1	414E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662370	HQ662370	22345474	537	Circovirus	BFDV	Beak and feather disease virus	Avian-1	441E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662371	HQ662371	22345474	537	Circovirus	BFDV	Beak and feather disease virus	Avian-1	447E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662372	HQ662372	22345474	559	Circovirus	BFDV	Beak and feather disease virus	Avian-1	449E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662373	HQ662373	22345474	683	Circovirus	BFDV	Beak and feather disease virus	Avian-1	551E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662374	HQ662374	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	508E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662375	HQ662375	22345474	706	Circovirus	BFDV	Beak and feather disease virus	Avian-1	528E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662376	HQ662376	22345474	708	Circovirus	BFDV	Beak and feather disease virus	Avian-1	521E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662377	HQ662377	22345474	681	Circovirus	BFDV	Beak and feather disease virus	Avian-1	570E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662378	HQ662378	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	593E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662379	HQ662379	22345474	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	597E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662380	HQ662380	22345474	706	Circovirus	BFDV	Beak and feather disease virus	Avian-1	474E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662381	HQ662381	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	598E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662382	HQ662382	22345474	682	Circovirus	BFDV	Beak and feather disease virus	Avian-1	611E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662383	HQ662383	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	520E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662384	HQ662384	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	544E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662385	HQ662385	22345474	677	Circovirus	BFDV	Beak and feather disease virus	Avian-1	586E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662386	HQ662386	22345474	658	Circovirus	BFDV	Beak and feather disease virus	Avian-1	002R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662387	HQ662387	22345474	473	Circovirus	BFDV	Beak and feather disease virus	Avian-1	010R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662388	HQ662388	22345474	738	Circovirus	BFDV	Beak and feather disease virus	Avian-1	013R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662389	HQ662389	22345474	740	Circovirus	BFDV	Beak and feather disease virus	Avian-1	014R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662390	HQ662390	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	016R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662391	HQ662391	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	017R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662392	HQ662392	22345474	684	Circovirus	BFDV	Beak and feather disease virus	Avian-1	018R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662393	HQ662393	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	022R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662394	HQ662394	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	024R06/06	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662395	HQ662395	22345474	747	Circovirus	BFDV	Beak and feather disease virus	Avian-1	026R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662396	HQ662396	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	027R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662397	HQ662397	22345474	748	Circovirus	BFDV	Beak and feather disease virus	Avian-1	028R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662398	HQ662398	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	029R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662399	HQ662399	22345474	744	Circovirus	BFDV	Beak and feather disease virus	Avian-1	031R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662400	HQ662400	22345474	541	Circovirus	BFDV	Beak and feather disease virus	Avian-1	076R07/08	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662401	HQ662401	22345474	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	081R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662402	HQ662402	22345474	546	Circovirus	BFDV	Beak and feather disease virus	Avian-1	085R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662403	HQ662403	22345474	522	Circovirus	BFDV	Beak and feather disease virus	Avian-1	087R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662404	HQ662404	22345474	591	Circovirus	BFDV	Beak and feather disease virus	Avian-1	088R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662405	HQ662405	22345474	479	Circovirus	BFDV	Beak and feather disease virus	Avian-1	091R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662406	HQ662406	22345474	516	Circovirus	BFDV	Beak and feather disease virus	Avian-1	094R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662407	HQ662407	22345474	701	Circovirus	BFDV	Beak and feather disease virus	Avian-1	099R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662408	HQ662408	22345474	730	Circovirus	BFDV	Beak and feather disease virus	Avian-1	115R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF519618	JF519618	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_L53_2010	Cyanoramphus novaezelandiae	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF519619	JF519619	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_R18_2010	Platycercus eximius	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782196	JQ782196	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134138	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782197	JQ782197	22638639	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134142	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782198	JQ782198	22638639	1984	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134144	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782199	JQ782199	22638639	1986	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134146	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782200	JQ782200	22638639	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCPA2	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782201	JQ782201	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP01-11	Cyanoramphus auriceps	2011	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782202	JQ782202	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP28F	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782203	JQ782203	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP24	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782204	JQ782204	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP23	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782205	JQ782205	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP21	Cyanoramphus auriceps	2012	New Zealand
