taxon	sequenceID	pubmed_id	length	genus	name	full_name	clade	isolate	host_sci_name	sample_date	country
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748933	HM748933	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_54A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748934	HM748934	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_51A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748935	HM748935	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_50A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748936	HM748936	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_45A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748937	HM748937	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_42A_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748938	HM748938	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_PR_41a_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HM748939	HM748939	21177924	1999	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV_ZA_38A_PR_2008	Poicephalus robustus	2008	South Africa
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641457	HQ641457	22345474	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	002R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641458	HQ641458	22345474	540	Circovirus	BFDV	Beak and feather disease virus	Avian-1	003R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641459	HQ641459	22345474	664	Circovirus	BFDV	Beak and feather disease virus	Avian-1	007R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641460	HQ641460	22345474	704	Circovirus	BFDV	Beak and feather disease virus	Avian-1	010R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641461	HQ641461	22345474	704	Circovirus	BFDV	Beak and feather disease virus	Avian-1	011R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641462	HQ641462	22345474	651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	013R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641463	HQ641463	22345474	658	Circovirus	BFDV	Beak and feather disease virus	Avian-1	014R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641464	HQ641464	22345474	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	016R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641465	HQ641465	22345474	654	Circovirus	BFDV	Beak and feather disease virus	Avian-1	017R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641466	HQ641466	22345474	655	Circovirus	BFDV	Beak and feather disease virus	Avian-1	018R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641467	HQ641467	22345474	631	Circovirus	BFDV	Beak and feather disease virus	Avian-1	019R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641468	HQ641468	22345474	667	Circovirus	BFDV	Beak and feather disease virus	Avian-1	022R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641469	HQ641469	22345474	651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	024R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641470	HQ641470	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	025R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641471	HQ641471	22345474	694	Circovirus	BFDV	Beak and feather disease virus	Avian-1	026R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641472	HQ641472	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	027R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641473	HQ641473	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	028R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641474	HQ641474	22345474	657	Circovirus	BFDV	Beak and feather disease virus	Avian-1	029R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641475	HQ641475	22345474	655	Circovirus	BFDV	Beak and feather disease virus	Avian-1	031R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641476	HQ641476	22345474	685	Circovirus	BFDV	Beak and feather disease virus	Avian-1	032R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641477	HQ641477	22345474	676	Circovirus	BFDV	Beak and feather disease virus	Avian-1	034R05/06	Psittacula krameri	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641478	HQ641478	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	035R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641479	HQ641479	22345474	682	Circovirus	BFDV	Beak and feather disease virus	Avian-1	036R06/07	Psittacula krameri	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641480	HQ641480	22345474	693	Circovirus	BFDV	Beak and feather disease virus	Avian-1	037R95/96	Psittacula krameri	1995	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641481	HQ641481	22345474	675	Circovirus	BFDV	Beak and feather disease virus	Avian-1	040R05/06	Psittacula krameri	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641482	HQ641482	22345474	655	Circovirus	BFDV	Beak and feather disease virus	Avian-1	076R07/08	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641483	HQ641483	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	081R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641484	HQ641484	22345474	670	Circovirus	BFDV	Beak and feather disease virus	Avian-1	085R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641485	HQ641485	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	087R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641486	HQ641486	22345474	654	Circovirus	BFDV	Beak and feather disease virus	Avian-1	088R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641487	HQ641487	22345474	654	Circovirus	BFDV	Beak and feather disease virus	Avian-1	091R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641488	HQ641488	22345474	694	Circovirus	BFDV	Beak and feather disease virus	Avian-1	094R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641489	HQ641489	22345474	500	Circovirus	BFDV	Beak and feather disease virus	Avian-1	099R07/08	Psittacula krameri	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641490	HQ641490	22345474	607	Circovirus	BFDV	Beak and feather disease virus	Avian-1	115R06/07	Psittacula krameri	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641491	HQ641491	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	048E95/96	Psittacula echo	1995	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641492	HQ641492	22345474	705	Circovirus	BFDV	Beak and feather disease virus	Avian-1	056E93/94	Psittacula echo	1993	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641493	HQ641493	22345474	586	Circovirus	BFDV	Beak and feather disease virus	Avian-1	060E96/97	Psittacula echo	1996	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641494	HQ641494	22345474	662	Circovirus	BFDV	Beak and feather disease virus	Avian-1	064E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641495	HQ641495	22345474	669	Circovirus	BFDV	Beak and feather disease virus	Avian-1	065E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641496	HQ641496	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	068E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641497	HQ641497	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	071E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641498	HQ641498	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	078E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641499	HQ641499	22345474	615	Circovirus	BFDV	Beak and feather disease virus	Avian-1	127E04/05	Psittacula echo	2004	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641500	HQ641500	22345474	630	Circovirus	BFDV	Beak and feather disease virus	Avian-1	128E04/05	Psittacula echo	2004	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641501	HQ641501	22345474	572	Circovirus	BFDV	Beak and feather disease virus	Avian-1	130E04/05	Psittacula echo	2004	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641502	HQ641502	22345474	665	Circovirus	BFDV	Beak and feather disease virus	Avian-1	131E04/05	Psittacula echo	2004	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641503	HQ641503	22345474	636	Circovirus	BFDV	Beak and feather disease virus	Avian-1	172E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641504	HQ641504	22345474	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	173E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641505	HQ641505	22345474	646	Circovirus	BFDV	Beak and feather disease virus	Avian-1	181E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641506	HQ641506	22345474	662	Circovirus	BFDV	Beak and feather disease virus	Avian-1	187E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641507	HQ641507	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	207E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641508	HQ641508	22345474	698	Circovirus	BFDV	Beak and feather disease virus	Avian-1	209E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641509	HQ641509	22345474	631	Circovirus	BFDV	Beak and feather disease virus	Avian-1	210E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641510	HQ641510	22345474	531	Circovirus	BFDV	Beak and feather disease virus	Avian-1	214E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641511	HQ641511	22345474	465	Circovirus	BFDV	Beak and feather disease virus	Avian-1	216E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641512	HQ641512	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	217E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641513	HQ641513	22345474	646	Circovirus	BFDV	Beak and feather disease virus	Avian-1	219E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641514	HQ641514	22345474	523	Circovirus	BFDV	Beak and feather disease virus	Avian-1	220E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641515	HQ641515	22345474	589	Circovirus	BFDV	Beak and feather disease virus	Avian-1	221E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641516	HQ641516	22345474	621	Circovirus	BFDV	Beak and feather disease virus	Avian-1	223E04/05	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641517	HQ641517	22345474	696	Circovirus	BFDV	Beak and feather disease virus	Avian-1	224E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641518	HQ641518	22345474	706	Circovirus	BFDV	Beak and feather disease virus	Avian-1	226E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641519	HQ641519	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	229E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641520	HQ641520	22345474	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	232E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641521	HQ641521	22345474	717	Circovirus	BFDV	Beak and feather disease virus	Avian-1	233E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641522	HQ641522	22345474	495	Circovirus	BFDV	Beak and feather disease virus	Avian-1	234E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641523	HQ641523	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	235E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641524	HQ641524	22345474	489	Circovirus	BFDV	Beak and feather disease virus	Avian-1	238E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641525	HQ641525	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	240E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641526	HQ641526	22345474	696	Circovirus	BFDV	Beak and feather disease virus	Avian-1	241E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641527	HQ641527	22345474	678	Circovirus	BFDV	Beak and feather disease virus	Avian-1	242E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641528	HQ641528	22345474	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	244E05/06	Psittacula echo	2005	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641529	HQ641529	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	245E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641530	HQ641530	22345474	651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	247E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641531	HQ641531	22345474	682	Circovirus	BFDV	Beak and feather disease virus	Avian-1	248E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641532	HQ641532	22345474	688	Circovirus	BFDV	Beak and feather disease virus	Avian-1	251E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641533	HQ641533	22345474	636	Circovirus	BFDV	Beak and feather disease virus	Avian-1	257E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641534	HQ641534	22345474	627	Circovirus	BFDV	Beak and feather disease virus	Avian-1	272E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641535	HQ641535	22345474	651	Circovirus	BFDV	Beak and feather disease virus	Avian-1	273E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641536	HQ641536	22345474	646	Circovirus	BFDV	Beak and feather disease virus	Avian-1	278E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641537	HQ641537	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	281E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641538	HQ641538	22345474	670	Circovirus	BFDV	Beak and feather disease virus	Avian-1	292E05/06	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641539	HQ641539	22345474	688	Circovirus	BFDV	Beak and feather disease virus	Avian-1	317E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641540	HQ641540	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	322E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641541	HQ641541	22345474	687	Circovirus	BFDV	Beak and feather disease virus	Avian-1	351E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641542	HQ641542	22345474	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	355E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641543	HQ641543	22345474	656	Circovirus	BFDV	Beak and feather disease virus	Avian-1	356E06/07	Psittacula echo	2006	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641544	HQ641544	22345474	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	383E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641545	HQ641545	22345474	627	Circovirus	BFDV	Beak and feather disease virus	Avian-1	388E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641546	HQ641546	22345474	683	Circovirus	BFDV	Beak and feather disease virus	Avian-1	390E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641547	HQ641547	22345474	646	Circovirus	BFDV	Beak and feather disease virus	Avian-1	400E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641548	HQ641548	22345474	648	Circovirus	BFDV	Beak and feather disease virus	Avian-1	414E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641549	HQ641549	22345474	633	Circovirus	BFDV	Beak and feather disease virus	Avian-1	438E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641550	HQ641550	22345474	689	Circovirus	BFDV	Beak and feather disease virus	Avian-1	441E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641551	HQ641551	22345474	650	Circovirus	BFDV	Beak and feather disease virus	Avian-1	447E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641552	HQ641552	22345474	550	Circovirus	BFDV	Beak and feather disease virus	Avian-1	449E07/08	Psittacula echo	2007	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641553	HQ641553	22345474	634	Circovirus	BFDV	Beak and feather disease virus	Avian-1	551E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641554	HQ641554	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	508E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641555	HQ641555	22345474	639	Circovirus	BFDV	Beak and feather disease virus	Avian-1	528E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641556	HQ641556	22345474	634	Circovirus	BFDV	Beak and feather disease virus	Avian-1	593E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641557	HQ641557	22345474	639	Circovirus	BFDV	Beak and feather disease virus	Avian-1	597E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641558	HQ641558	22345474	611	Circovirus	BFDV	Beak and feather disease virus	Avian-1	474E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641559	HQ641559	22345474	620	Circovirus	BFDV	Beak and feather disease virus	Avian-1	598E08/09	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641560	HQ641560	22345474	648	Circovirus	BFDV	Beak and feather disease virus	Avian-1	550E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641561	HQ641561	22345474	652	Circovirus	BFDV	Beak and feather disease virus	Avian-1	611E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641562	HQ641562	22345474	637	Circovirus	BFDV	Beak and feather disease virus	Avian-1	520E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ641563	HQ641563	22345474	649	Circovirus	BFDV	Beak and feather disease virus	Avian-1	544E08/09	Psittacula echo	2008	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/HQ662409	HQ662409	22345474	611	Circovirus	BFDV	Beak and feather disease virus	Avian-1	E0109542	Psittacula echo	2009	Mauritius
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501523	JF501523	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT02	Aratinga solstitialis	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501524	JF501524	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT04	Melopsittacus undulatus	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501525	JF501525	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT05	Agapornis roseicollis	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501526	JF501526	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT06	Agapornis roseicollis	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501527	JF501527	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT24	Cacatua alba	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501528	JF501528	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT26	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501529	JF501529	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT27	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501530	JF501530	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT33	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501531	JF501531	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT40	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF501532	JF501532	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT47	Psittacus erithacus	2010	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF519618	JF519618	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_L53_2010	Cyanoramphus novaezelandiae	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF519619	JF519619	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BFDV-NZ_R18_2010	Platycercus eximius	2010	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF827600	JF827600	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT54	Psittacus erithacus	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JF827601	JF827601	-	691	Circovirus	BFDV	Beak and feather disease virus	Avian-1	IT60	Psittacus erithacus	2008	Italy
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ649409	JQ649409	-	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BH 732	Amazona aestiva	2011	Brazil
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ649410	JQ649410	-	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BH 215	Amazona aestiva	2011	Brazil
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ649411	JQ649411	-	653	Circovirus	BFDV	Beak and feather disease virus	Avian-1	BH 27	Psittacula krameri	2011	Brazil
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782196	JQ782196	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134138	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782197	JQ782197	22638639	1992	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134142	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782198	JQ782198	22638639	1984	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134144	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782199	JQ782199	22638639	1986	Circovirus	BFDV	Beak and feather disease virus	Avian-1	D134146	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782200	JQ782200	22638639	1991	Circovirus	BFDV	Beak and feather disease virus	Avian-1	SCPA2	Platycercus eximius	2009	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782201	JQ782201	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP01-11	Cyanoramphus auriceps	2011	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782202	JQ782202	22638639	1987	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP28F	Cyanoramphus auriceps	2012	New Zealand
alignment/AL_BFDV/member/ncbi-curated-circo-bfdv/JQ782203	JQ782203	22638639	1989	Circovirus	BFDV	Beak and feather disease virus	Avian-1	YCP24	Cyanoramphus auriceps	2012	New Zealand
