id	virus_name	full_name	virus_genus	virus_clade	organism	Phylum	Class	Superorder	Order	Family	Genus	NumericID	scaffold	extract_start	extract_end	sequence_length	orientation	assigned_name	assigned_gene	subject_start	subject_end
Craspedacusta-96	ECV.Craspedacusta	Craspedacusta endogenous circoviral element	Circovirus	Unclassified	Craspedacusta_sowerbyi	Cnidaria	Hydrozoa	Unclassified	Limnomedusae	Olindiidae	Craspedacusta	96	QQSS01072681.1	1895	2443	549	+	Columbid-circovirus	Rep	129	299
Cassiopea-97	ECV.Cassiopea	Cassiopea endogenous circoviral element	Circovirus	Unclassified	Cassiopea_xamachana	Cnidaria	Scyphozoa	Unclassified	Rhizostomeae	Cassiopeidae	Cassiopea	97	OLMO01021977.1	38787	39281	495	+	Raven-circovirus	Rep	6	152
Limnoperna-98	ECV.Limnoperna	Limnoperna endogenous circoviral element	Circovirus	Unclassified	Limnoperna_fortunei	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Limnoperna	98	NFUK01001037.1	183797	184219	423	-	Raven-circovirus	Rep	10	145
Limnoperna-99	ECV.Limnoperna	Limnoperna endogenous circoviral element	Circovirus	Unclassified	Limnoperna_fortunei	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Limnoperna	99	NFUK01001435.1	310038	310223	186	-	Bat-circovirus	Rep	43	96
Limnoperna-100	ECV.Limnoperna	Limnoperna endogenous circoviral element	Circovirus	Unclassified	Limnoperna_fortunei	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Limnoperna	100	NFUK01004051.1	54808	55008	201	+	Porcine-circovirus-2	Rep	54	111
Modiolus-101	ECV.Modiolus	Modiolus endogenous circoviral element	Circovirus	Unclassified	Modiolus_philippinarum	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Modiolus	101	MJUU01001283.1	38049	38360	312	+	Columbid-circovirus	Rep	67	172
Modiolus-102	ECV.Modiolus	Modiolus endogenous circoviral element	Circovirus	Unclassified	Modiolus_philippinarum	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Modiolus	102	MJUU01042417.1	99804	100211	408	-	Starling-circovirus	Rep	9	136
Modiolus-103	ECV.Modiolus	Modiolus endogenous circoviral element	Circovirus	Unclassified	Modiolus_philippinarum	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Modiolus	103	MJUU01068966.1	5477	5794	318	-	Silurus-glanis-circovirus	Rep	35	139
Modiolus-104	ECV.Modiolus	Modiolus endogenous circoviral element	Circovirus	Unclassified	Modiolus_philippinarum	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Modiolus	104	MJUU01073091.1	20191	20502	312	-	Silurus-glanis-circovirus	Rep	33	136
Mytilus-105	ECV.Mytilus	Mytilus endogenous circoviral element	Circovirus	Unclassified	Mytilus_galloprovincialis	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Mytilus	105	APJB010838810.1	410	817	408	-	Raven-circovirus	Rep	13	146
Mytilus-106	ECV.Mytilus	Mytilus endogenous circoviral element	Circovirus	Unclassified	Mytilus_galloprovincialis	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Mytilus	106	APJB011154846.1	114	578	465	+	Raven-circovirus	Rep	8	161
Mytilus-107	ECV.Mytilus	Mytilus endogenous circoviral element	Circovirus	Unclassified	Mytilus_galloprovincialis	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Mytilus	107	APJB011625158.1	79	468	390	-	Canine-circovirus	Rep	16	123
Mytilus-108	ECV.Mytilus	Mytilus endogenous circoviral element	Circovirus	Unclassified	Mytilus_galloprovincialis	Molluscs	Bivalvia	Unclassified	Mytiloida	Mytilidae	Mytilus	108	APJB011873033.1	1	324	324	+	Columbid-circovirus	Rep	66	172
Triops-109	ECV.Triops	Triops endogenous circoviral element	Unclassified	Unclassified	Triops_cancriformis	Molluscs	Branchiopoda	Unclassified	Notostraca	Triopsidae	Triops	109	BAYF01014734.1	511	1215	705	-	Circoviridae-19-LDMD-2013	replication-associated-protein	7	244
Octopus-110	ECV.Octopus	Octopus endogenous circoviral element	Unclassified	Unclassified	Octopus_vulgaris	Molluscs	Cephalopoda	Octopodiformes	Octopoda	Octopodidae	Octopus	110	NC_042999.1	47238820	47239245	426	-	Dragonfly-cyclovirus-3	Rep	31	160
Octopus-111	ECV.Octopus	Octopus endogenous circoviral element	Circovirus	Unclassified	Octopus_vulgaris	Molluscs	Cephalopoda	Octopodiformes	Octopoda	Octopodidae	Octopus	111	NC_043010.1	52360692	52360958	267	-	Finch-circovirus	Rep	12	96
Taenia-112	ECV.Taenia	Taenia endogenous circoviral element	Unclassified	Unclassified	Taenia_solium	Molluscs	Cestoda	Unclassified	Cyclophyllidea	Taeniidae	Taenia	112	MIEF01010267.1	41429	41908	480	-	Dragonfly-cyclovirus-2	Rep	120	276
Taenia-113	ECV.Taenia	Taenia endogenous circoviral element	Unclassified	Unclassified	Taenia_solium	Molluscs	Cestoda	Unclassified	Cyclophyllidea	Taeniidae	Taenia	113	MIEF01010842.1	55457	55819	363	+	Feline-cyclovirus	Rep	150	270
Taenia-114	ECV.Taenia	Taenia endogenous circoviral element	Unclassified	Unclassified	Taenia_solium	Molluscs	Cestoda	Unclassified	Cyclophyllidea	Taeniidae	Taenia	114	MIEF01010842.1	57998	58207	210	+	Feline-cyclovirus	Rep	74	142
Marisa-118	ECV.Marisa	Marisa endogenous circoviral element	Unclassified	Unclassified	Marisa_cornuarietis	Molluscs	Gastropoda	Unclassified	Unclassified	Ampullariidae	Marisa	118	SMMW01000085.1	262333	262617	285	-	Carp-endogenous-circovirus	Rep	11	105
Aplysia-119	ECV.Aplysia	Aplysia endogenous circoviral element	Circovirus	Unclassified	Aplysia_californica	Molluscs	Gastropoda	Unclassified	Unclassified	Aplysiidae	Aplysia	119	gi|523419605|ref|NW_004797444.1|	1096160	1096456	297	-	Raven-circovirus	Rep	11	105
Conus-120	ECV.Conus	Conus endogenous circoviral element	Circovirus	Unclassified	Conus_tribblei	Molluscs	Gastropoda	Unclassified	Unclassified	Conidae	Conus	120	LFLW010028433.1	1398	1844	447	-	Raven-circovirus	Rep	10	145
Conus-121	ECV.Conus	Conus endogenous circoviral element	Circovirus	Unclassified	Conus_tribblei	Molluscs	Gastropoda	Unclassified	Unclassified	Conidae	Conus	121	LFLW010422232.1	4686	5099	414	+	Raven-circovirus	Rep	10	137
Conus-122	ECV.Conus	Conus endogenous circoviral element	Circovirus	Unclassified	Conus_tribblei	Molluscs	Gastropoda	Unclassified	Unclassified	Conidae	Conus	122	LFLW010642470.1	2353	2622	270	-	Anguilla-anguilla-circovirus	Rep	10	89
Biomphalaria-123	ECV.Biomphalaria	Biomphalaria endogenous circoviral element	Circovirus	Unclassified	Biomphalaria_glabrata	Molluscs	Gastropoda	Unclassified	Unclassified	Planorbidae	Biomphalaria	123	gi|902619608|ref|NW_013247236.1|	30	224	195	+	Anguilla-anguilla-circovirus	Rep	156	219
Thelohanellus-124	ECV.Thelohanellus	Thelohanellus endogenous circoviral element	Circovirus	Unclassified	Thelohanellus_kitauei	Molluscs	Unclassified	Unclassified	Bivalvulida	Myxobolidae	Thelohanellus	124	JWZT01004999.1	177293	177655	363	-	Mulard-duck-circovirus	Rep	162	271
Clonorchis-125	ECV.Clonorchis	Clonorchis endogenous circoviral element	Unclassified	Unclassified	Clonorchis_sinensis	Platyhelminthes	Trematoda	Unclassified	Opisthorchiida	Opisthorchiidae	Clonorchis	125	NIRI01000890.1	1051475	1051873	399	+	Porcine-circovirus-type-1-2a	Rep	169	282
Opisthorchis-126	ECV.Opisthorchis	Opisthorchis endogenous circoviral element	Circovirus	Unclassified	Opisthorchis_viverrini	Platyhelminthes	Trematoda	Unclassified	Opisthorchiida	Opisthorchiidae	Opisthorchis	126	KV899303.1	4952	5785	834	+	Beak-and-feather-disease-virus	Rep	20	277
Opisthorchis-127	ECV.Opisthorchis	Opisthorchis endogenous circoviral element	Circovirus	Unclassified	Opisthorchis_viverrini	Platyhelminthes	Trematoda	Unclassified	Opisthorchiida	Opisthorchiidae	Opisthorchis	127	KV903421.1	9	338	330	+	Bat-circovirus	Rep	171	280
Fasciola-128	ECV.Fasciola	Fasciola endogenous circoviral element	Unclassified	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	128	LT997001.1	893628	894032	405	+	Porcine-circovirus-type-1-2a	Rep	158	260
Fasciola-129	ECV.Fasciola	Fasciola endogenous circoviral element	Circovirus	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	129	LT997343.1	1340078	1340407	330	+	Acartia-tonsa-copepod-circovirus	Rep	238	327
Fasciola-130	ECV.Fasciola	Fasciola endogenous circoviral element	Unclassified	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	130	LT997902.1	50249	50626	378	+	Porcine-circovirus-type-1-2a	Rep	153	275
Fasciola-131	ECV.Fasciola	Fasciola endogenous circoviral element	Circovirus	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	131	LT998469.1	3027370	3027612	243	-	Porcine-circovirus-2	Rep	159	241
Fasciola-132	ECV.Fasciola	Fasciola endogenous circoviral element	Circovirus	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	132	LT999127.1	4187274	4188008	735	-	Beak-and-feather-disease-virus	Rep	49	252
Fasciola-133	ECV.Fasciola	Fasciola endogenous circoviral element	Circovirus	Unclassified	Fasciola_hepatica	Platyhelminthes	Trematoda	Unclassified	Plagiorchiida	Fasciolidae	Fasciola	133	LT999708.1	763109	763438	330	-	Mink-circovirus	Rep	160	242
Guentherus-134	ECV.Guentherus	Guentherus endogenous circoviral element	Unclassified	Unclassified	Guentherus_altivela	Vertebrates	Actinopteri	Ateleopodia	Ateleopodiformes	Ateleopodidae	Guentherus	134	OMOX01035492.1	4150	4287	138	-	Dragonfly-cyclovirus-2	Rep	242	287
Kryptolebias-135	ECV.Kryptolebias	Kryptolebias endogenous circoviral element	Circovirus	Unclassified	Kryptolebias_marmoratus	Vertebrates	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	135	LWHD01000287.1	325150	325410	261	-	Anguilla-anguilla-circovirus	Rep	186	272
Kryptolebias-136	ECV.Kryptolebias	Kryptolebias endogenous circoviral element	Unclassified	Unclassified	Kryptolebias_marmoratus	Vertebrates	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	136	LWHD01000287.1	328047	328415	348	+	Carp-endogenous-circovirus	Rep	12	105
Kryptolebias-137	ECV.Kryptolebias	Kryptolebias endogenous circoviral element	Circovirus	Unclassified	Kryptolebias_marmoratus	Vertebrates	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	137	LWHD01000494.1	1233	2112	174	-	Barbel-circovirus	Rep	24	81
Kryptolebias-138	ECV.Kryptolebias	Kryptolebias endogenous circoviral element	Circovirus	Unclassified	Kryptolebias_marmoratus	Vertebrates	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	138	LWHD01000529.1	6393	7094	702	-	Barbel-circovirus	Rep	84	319
Kryptolebias-139	ECV.Kryptolebias	Kryptolebias endogenous circoviral element	Unclassified	Unclassified	Kryptolebias_marmoratus	Vertebrates	Actinopteri	Atherinomorphae	Cyprinodontiformes	Unclassified	Kryptolebias	139	LWHD01002073.1	4814	5650	249	+	Carp-endogenous-circovirus	Rep	12	94
Pygocentrus-140	ECV.Pygocentrus	Pygocentrus endogenous circoviral element	Circovirus	Unclassified	Pygocentrus_nattereri	Vertebrates	Actinopteri	Characiphysae	Characiformes	Serrasalmidae	Pygocentrus	140	KV576931.1	8728	8931	204	-	Mink-circovirus	Rep	64	120
Neolamprologus-141	ECV.Neolamprologus	Neolamprologus endogenous circoviral element	Circovirus	Unclassified	Neolamprologus_brichardi	Vertebrates	Actinopteri	Cichlomorphae	Cichliformes	Cichlidae	Neolamprologus	141	gi|573877209|ref|NW_006272290.1|	322088	322345	258	+	Barbel-circovirus	Rep	18	114
Neolamprologus-142	ECV.Neolamprologus	Neolamprologus endogenous circoviral element	Circovirus	Unclassified	Neolamprologus_brichardi	Vertebrates	Actinopteri	Cichlomorphae	Cichliformes	Cichlidae	Neolamprologus	142	gi|573881695|ref|NW_006272170.1|	73087	73341	255	+	Barbel-circovirus	Rep	19	114
Cirrhinus-143	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Cirrhinus_molitorella	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cirrhinus	143	SCHJ01112372.1	369	734	366	+	Barbel-circovirus	Rep	26	147
Cyprinus-144	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	144	LN590814.1	51765	52064	300	+	Carp-endogenous-circovirus	Rep	20	108
Cyprinus-145	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	145	LN590934.1	234653	234874	222	-	Carp-endogenous-circovirus	Rep	8	93
Cyprinus-146	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	146	LN591599.1	34129	34530	402	+	Barbel-circovirus	putative-capsid	31	164
Cyprinus-147	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	147	LN591599.1	42977	43333	357	-	Barbel-circovirus	Rep	217	304
Cyprinus-148	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	148	LN591599.1	44576	49716	5141	+	Carp-endogenous-circovirus	Rep	1	256
Cyprinus-149	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	149	LN591634.1	3415	3636	222	-	Carp-endogenous-circovirus	Rep	8	93
Cyprinus-150	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Cyprinus_carpio	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Cyprinus	150	LN592292.1	10691	11092	402	-	Barbel-circovirus	putative-capsid	31	164
Labeo-151	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	151	QBIY01004667.1	54593	54982	390	-	Barbel-circovirus	Rep	127	252
Labeo-152	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	152	QBIY01011140.1	118811	119167	357	+	Carp-endogenous-circovirus	Rep	7	125
Labeo-153	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	153	QBIY01011140.1	136560	137024	465	+	Barbel-circovirus	Rep	53	200
Labeo-154	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	154	QBIY01011140.1	138439	139246	808	+	Barbel-circovirus	Rep	138	304
Labeo-155	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	155	QBIY01011140.1	140415	142132	1718	+	Barbel-circovirus	Rep	55	317
Labeo-156	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	156	QBIY01012625.1	554062	555264	1203	+	Barbel-circovirus	Rep	1	120
Labeo-157	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	157	QBIY01012625.1	557074	557400	327	-	Barbel-circovirus	Rep	26	134
Labeo-158	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	158	QBIY01012996.1	182578	182967	390	-	Barbel-circovirus	Rep	127	252
Labeo-159	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	159	QBIY01013464.1	495498	496700	1203	+	Barbel-circovirus	Rep	1	120
Labeo-160	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Labeo_rohita	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Labeo	160	QBIY01013464.1	498509	498835	327	-	Barbel-circovirus	Rep	26	134
Sinocyclocheilus-161	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Circovirus	Unclassified	Sinocyclocheilus_grahami	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Sinocyclocheilus	161	gi|1019138682|ref|NW_015507170.1|	37549	42443	4895	+	Barbel-circovirus	Rep	1	157
Sinocyclocheilus-162	ECV.Cypriniphysae	Cypriniphysae endogenous circoviral element	Unclassified	Unclassified	Sinocyclocheilus_grahami	Vertebrates	Actinopteri	Cypriniphysae	Cypriniformes	Cyprinidae	Sinocyclocheilus	162	gi|1019150738|ref|NW_015505956.1|	421416	421577	162	-	Carp-endogenous-circovirus	Rep	37	91
Anguilla-163	ECV.Anguilla	Anguilla endogenous circoviral element	Circovirus	Unclassified	Anguilla_anguilla	Vertebrates	Actinopteri	Unclassified	Anguilliformes	Anguillidae	Anguilla	163	AZBK01S029356.1	178	987	258	-	Anguilla-anguilla-circovirus	Rep	10	95
Rondeletia-164	ECV.Rondeletia	Rondeletia endogenous circoviral element	Circovirus	Unclassified	Rondeletia_loricata	Vertebrates	Actinopteri	Unclassified	Beryciformes	Rondeletiidae	Rondeletia	164	OMLI01034121.1	1800	2099	300	+	Barbel-circovirus	Rep	22	116
Micropterus-165	ECV.Micropterus	Micropterus endogenous circoviral element	Circovirus	Unclassified	Micropterus_floridanus	Vertebrates	Actinopteri	Unclassified	Centrarchiformes	Centrarchidae	Micropterus	165	NRCI01230647.1	2113	2502	390	-	Silurus-glanis-circovirus	Rep	61	178
Clupea-166	ECV.Clupea	Clupea endogenous circoviral element	Circovirus	Unclassified	Clupea_harengus	Vertebrates	Actinopteri	Unclassified	Clupeiformes	Clupeidae	Clupea	166	gi|829735156|ref|NW_012220668.1|	2192899	2193288	390	+	Barbel-circovirus	Rep	109	248
Bregmaceros-167	ECV.Bregmaceros	Bregmaceros endogenous circoviral element	Circovirus	Unclassified	Bregmaceros_cantori	Vertebrates	Actinopteri	Unclassified	Gadiformes	Bregmacerotidae	Bregmaceros	167	OMKY01210332.1	4794	5546	753	-	Barbel-circovirus	Rep	24	274
Paramormyrops-168	ECV.Paramormyrops	Paramormyrops endogenous circoviral element	Circovirus	Unclassified	Paramormyrops_kingsleyae	Vertebrates	Actinopteri	Unclassified	Osteoglossiformes	Mormyridae	Paramormyrops	168	PGUA01000292.1	581599	582132	534	+	Barbel-circovirus	Rep	99	274
Paramormyrops-169	ECV.Paramormyrops	Paramormyrops endogenous circoviral element	Circovirus	Unclassified	Paramormyrops_kingsleyae	Vertebrates	Actinopteri	Unclassified	Osteoglossiformes	Mormyridae	Paramormyrops	169	PGUA01000398.1	203700	203933	234	+	Barbel-circovirus	Rep	70	140
Chaenocephalus-170	ECV.Chaenocephalus	Chaenocephalus endogenous circoviral element	Circovirus	Unclassified	Chaenocephalus_aceratus	Vertebrates	Actinopteri	Unclassified	Perciformes	Channichthyidae	Chaenocephalus	170	OMOC01059069.1	2425	3030	606	-	Barbel-circovirus	Rep	91	291
Chaenocephalus-171	ECV.Chaenocephalus	Chaenocephalus endogenous circoviral element	Circovirus	Unclassified	Chaenocephalus_aceratus	Vertebrates	Actinopteri	Unclassified	Perciformes	Channichthyidae	Chaenocephalus	171	OMOC01089202.1	1739	3333	1595	-	Barbel-circovirus	Rep	43	294
Perca-172	ECV.Perca	Perca endogenous circoviral element	Circovirus	Unclassified	Perca_fluviatilis	Vertebrates	Actinopteri	Unclassified	Perciformes	Percidae	Perca	172	QFAT01024028.1	568899	569150	252	-	Barbel-circovirus	Rep	93	176
Salmo-173	ECV.Salmo	Salmo endogenous circoviral element	Circovirus	Unclassified	Salmo_salar	Vertebrates	Actinopteri	Unclassified	Salmoniformes	Salmonidae	Salmo	173	gi|925216706|ref|NC_027317.1|	70546554	70547003	450	+	Barbel-circovirus	Rep	104	257
Salmo-174	ECV.Salmo	Salmo endogenous circoviral element	Circovirus	Unclassified	Salmo_salar	Vertebrates	Actinopteri	Unclassified	Salmoniformes	Salmonidae	Salmo	174	gi|925216723|ref|NC_027310.1|	86482848	86483208	195	-	Barbel-circovirus	Rep	134	198
Salmo-175	ECV.Salmo	Salmo endogenous circoviral element	Unclassified	Unclassified	Salmo_salar	Vertebrates	Actinopteri	Unclassified	Salmoniformes	Salmonidae	Salmo	175	gi|925216780|ref|NC_027301.1|	39771746	39771907	162	-	Carp-endogenous-circovirus	Rep	20	72
Pseudambassis-176	ECV.Pseudambassis	Pseudambassis endogenous circoviral element	Circovirus	Unclassified	Parambassis_ranga	Vertebrates	Actinopteri	Unclassified	Unclassified	Ambassidae	Pseudambassis	176	CAABQF010001166.1	74545	75367	823	+	Barbel-circovirus	Rep	23	166
Acanthochromis-177	ECV.Acanthochromis	Acanthochromis endogenous circoviral element	Circovirus	Unclassified	Acanthochromis_polyacanthus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	177	MVNR01000067.1	1033535	1034092	558	+	Barbel-circovirus	Rep	26	196
Acanthochromis-178	ECV.Acanthochromis	Acanthochromis endogenous circoviral element	Unclassified	Unclassified	Acanthochromis_polyacanthus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	178	MVNR01000194.1	166065	166696	632	+	Carp-endogenous-circovirus	Rep	10	143
Acanthochromis-179	ECV.Acanthochromis	Acanthochromis endogenous circoviral element	Circovirus	Unclassified	Acanthochromis_polyacanthus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	179	MVNR01001830.1	120332	120733	402	+	Barbel-circovirus	Rep	26	162
Acanthochromis-180	ECV.Acanthochromis	Acanthochromis endogenous circoviral element	Circovirus	Unclassified	Acanthochromis_polyacanthus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	180	MVNR01002075.1	97330	97638	309	+	Barbel-circovirus	Rep	204	306
Acanthochromis-181	ECV.Acanthochromis	Acanthochromis endogenous circoviral element	Circovirus	Unclassified	Acanthochromis_polyacanthus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Acanthochromis	181	MVNR01003690.1	900	1631	732	+	Barbel-circovirus	Rep	26	259
Amphiprion-182	ECV.Amphiprion	Amphiprion endogenous circoviral element	Circovirus	Unclassified	Amphiprion_percula	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	182	CM009716.1	21027975	21028262	288	+	Beak-and-feather-disease-virus	Rep	140	203
Amphiprion-183	ECV.Amphiprion	Amphiprion endogenous circoviral element	Circovirus	Unclassified	Amphiprion_percula	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	183	CM009720.1	8106303	8106614	312	+	Silurus-glanis-circovirus	Rep	192	269
Amphiprion-184	ECV.Amphiprion	Amphiprion endogenous circoviral element	Circovirus	Unclassified	Amphiprion_frenatus	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	184	NW_019371920.1	7867	8271	405	-	Barbel-circovirus	Rep	85	216
Amphiprion-185	ECV.Amphiprion	Amphiprion endogenous circoviral element	Circovirus	Unclassified	Amphiprion_ocellaris	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Amphiprion	185	NW_019371920.1	7867	8271	405	-	Barbel-circovirus	Rep	85	216
Chromis-186	ECV.Chromis	Chromis endogenous circoviral element	Circovirus	Unclassified	Chromis_chromis	Vertebrates	Actinopteri	Unclassified	Unclassified	Pomacentridae	Chromis	186	OMNN01024441.1	7372	8039	668	+	Barbel-circovirus	Rep	24	139
Xenopus-187	ECV.Xenopus	Xenopus endogenous circoviral element	Circovirus	Unclassified	Xenopus_tropicalis	Vertebrates	Amphibia	Batrachia	Anura	Pipidae	Xenopus	187	gi|510884120|ref|NW_004668236.1|	126615984	126616313	330	-	Barbel-circovirus	Rep	162	276
Ambystoma-188	ECV.Ambystoma	Ambystoma endogenous circoviral element	Unclassified	Unclassified	Ambystoma_mexicanum	Vertebrates	Amphibia	Batrachia	Caudata	Ambystomatidae	Ambystoma	188	comp1472852_c0_seq1	91	375	285	+	Circovirus-like-genome-RW-E	Rep	153	244
Ambystoma-189	ECV.Ambystoma	Ambystoma endogenous circoviral element	Unclassified	Unclassified	Ambystoma_mexicanum	Vertebrates	Amphibia	Batrachia	Caudata	Ambystomatidae	Ambystoma	189	comp1472852_c0_seq2	4	285	282	-	Circovirus-like-genome-RW-E	Rep	153	244
Hemignathus-190	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Hemignathus_virens	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Hemignathus	190	LTAT01000001.1	104507874	104508419	546	+	Zebra-finch-circovirus	Rep	78	255
Serinus-191	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Serinus_canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	191	gi|668298665|ref|NW_007975816.1|	452	703	246	+	Finch-circovirus	Rep	13	94
Serinus-192	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Serinus_canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	192	gi|668343340|ref|NW_007931141.1|	6116815	6117360	546	-	Zebra-finch-circovirus	Rep	78	255
Serinus-193	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Serinus_canaria	Vertebrates	Aves	Neognathae	Passeriformes	Fringillidae	Serinus	193	gi|668343355|ref|NW_007931126.1|	2938709	2938990	270	+	Raven-circovirus	Rep	15	104
Setophaga-194	ECV.Passeriformes	Passeriformes endogenous circoviral element	Circovirus	Unclassified	Setophaga_coronata	Vertebrates	Aves	Neognathae	Passeriformes	Parulidae	Setophaga	194	MDLI01000088.1	2154679	2155356	678	+	Raven-circovirus	Rep	54	267
